Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
6689038268,"Dec 13, 2021, 8:03:46 PM",Afternoon Run,Run,,2615,9.29,,,false,,,activities/7113793485.fit.gz,,,2615.0,2615.0,9290.2,5.57,3.553,106.2,189.0,105.2,146.8,8.4,0.0,,,89.0,84.0,,,,,575.0,,,,,,,,,,,,,,,,0.0,,1.0,9438.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.553,191.0,,,,,,,,,,,,,,,,,""
6689038276,"Jan 18, 2022, 8:14:47 PM",Afternoon Run,Run,,3194,9.98,,,false,,,activities/7113793479.fit.gz,,,3194.0,3056.0,9979.1,10.37,3.265,81.3,185.0,127.0,154.3,31.7,0.1,,,98.0,83.0,,,,,652.0,,,,,,,,,,,,,,,,0.0,,1.0,10118.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.124,98.1,,,,,,,,,,,,,,,,,""
6689038283,"Dec 4, 2021, 1:45:47 PM",Morning Run,Run,,4137,9.64,,,false,,,activities/7113793493.fit.gz,,,4137.0,2818.0,9642.5,4.817,3.422,119.3,204.0,92.5,146.1,13.7,0.3,,,92.0,83.0,,,,,603.0,,,,,,,,,,,,,,,,0.0,,1.0,9835.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.331,0.0,,,,,,,,,,,,,,,,,""
6689038295,"Dec 2, 2021, 8:09:21 PM",Afternoon Run,Run,,3787,9.71,,,false,,,activities/7113793482.fit.gz,,,3787.0,2881.0,9718.8,5.486,3.373,207.7,331.0,110.0,147.4,38.1,0.0,,,91.0,82.0,,,,,630.0,,,,,,,,,,,,,,,,0.0,,1.0,10188.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.566,243.4,,,,,,,,,,,,,,,,,""
6689038304,"Jan 25, 2022, 8:06:29 PM",Afternoon Run,Run,,5798,16.10,,,false,,,activities/7113793495.fit.gz,,,5798.0,4553.0,16099.4,6.352,3.536,162.7,279.0,128.7,153.1,21.9,0.1,,,96.0,84.0,,,,,921.0,,,,,,,,,,,,,,,,0.0,,1.0,16528.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.777,7422.2,,,,,,,,,,,,,,,,,""
6689038312,"Feb 7, 2022, 8:06:46 PM",Afternoon Run,Run,,5259,14.20,,,false,,,activities/7113793484.fit.gz,,,5259.0,4029.0,14206.1,7.318,3.526,152.9,255.0,105.2,154.1,20.9,0.1,,,104.0,84.0,,,,,885.0,,,,,,,,,,,,,,,,0.0,,1.0,14436.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.701,1488.7,,,,,,,,,,,,,,,,,""
6689038313,"Jan 13, 2022, 8:05:16 PM",Afternoon Run,Run,,4457,12.63,,,false,,,activities/7113793487.fit.gz,,,4457.0,3747.0,12630.5,6.43,3.371,229.8,402.0,106.0,147.7,14.4,0.0,,,98.0,84.0,,,,,738.0,,,,,,,,,,,,,,,,0.0,,1.0,13158.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.834,241.0,,,,,,,,,,,,,,,,,""
6689038329,"Jan 11, 2022, 8:02:22 PM",Afternoon Run,Run,,5243,9.89,,,false,,,activities/7113793491.fit.gz,,,5243.0,2578.0,9898.2,6.364,3.839,31.2,230.0,139.1,153.2,32.7,0.0,,,96.0,85.0,,,,,566.0,,,,,,,,,,,,,,,,0.0,,1.0,9991.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.888,5417.7,,,,,,,,,,,,,,,,,""
6689038341,"Dec 17, 2021, 8:00:57 PM",Afternoon Run,Run,,2604,9.58,,,false,,,activities/7113793458.fit.gz,,,2604.0,2569.0,9579.2,5.23,3.729,105.8,253.0,121.4,154.3,9.2,-0.1,,,87.0,84.0,,,,,567.0,,,,,,,,,,,,,,,,0.0,,1.0,9728.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.679,0.0,,,,,,,,,,,,,,,,,""
6689038362,"Feb 1, 2022, 9:03:23 PM",Afternoon Run,Run,,1486,4.72,,,false,,,activities/7113793513.fit.gz,,,1486.0,1486.0,4722.4,5.072,3.178,70.2,98.0,110.4,125.2,7.6,0.0,,,86.0,83.0,,,,,284.0,,,,,,,,,,,,,,,,0.0,,1.0,4821.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.178,0.0,,,,,,,,,,,,,,,,,""
6689038363,"Jan 14, 2022, 8:04:03 PM",Afternoon Run,Run,,2939,9.95,,,false,,,activities/7113793461.fit.gz,,,2939.0,2793.0,9953.2,5.567,3.564,110.2,229.0,121.4,154.3,8.8,-0.1,,,95.0,84.0,,,,,602.0,,,,,,,,,,,,,,,,0.0,,1.0,10116.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.387,240.6,,,,,,,,,,,,,,,,,""
6689038371,"Dec 22, 2021, 7:53:08 PM",Afternoon Run,Run,,3304,11.01,,,false,,,activities/7113793467.fit.gz,,,3304.0,3069.0,11015.7,5.14,3.589,93.4,228.0,124.4,154.3,11.2,0.0,,,99.0,85.0,,,,,666.0,,,,,,,,,,,,,,,,0.0,,1.0,11188.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.334,2169.6,,,,,,,,,,,,,,,,,""
6689038374,"Feb 12, 2022, 8:48:15 PM",Afternoon Run,Run,,6799,21.10,,,false,,,activities/7113793494.fit.gz,,,6799.0,6461.0,21106.6,4.784,3.267,266.9,500.0,99.6,139.3,13.4,0.0,,,89.0,83.0,,,,,1321.0,,,,,,,,,,,,,,,,0.0,,1.0,21536.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.104,45.6,,,,,,,,,,,,,,,,,""
6689038379,"Dec 7, 2021, 8:04:58 PM",Afternoon Run,Run,,5594,12.13,,,false,,,activities/7113793522.fit.gz,,,5594.0,3450.0,12134.3,9.63,3.517,100.5,240.0,128.4,150.3,10.1,0.0,,,88.0,83.0,,,,,717.0,,,,,,,,,,,,,,,,0.0,,1.0,12359.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.169,6731.4,,,,,,,,,,,,,,,,,""
6689038398,"Dec 24, 2021, 2:31:18 PM",Morning Run,Run,,1526,6.12,,,false,,,activities/7113793500.fit.gz,,,1526.0,1519.0,6125.5,5.725,4.033,28.4,85.0,121.0,130.6,17.0,0.0,,,92.0,84.0,,,,,376.0,,,,,,,,,,,,,,,,0.0,,1.0,6165.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.014,0.0,,,,,,,,,,,,,,,,,""
6689038406,"Jan 2, 2022, 6:26:33 PM",Afternoon Run,Run,,653,2.23,,,false,,,activities/7113793499.fit.gz,,,653.0,619.0,2232.8,4.45,3.607,30.6,189.0,110.3,125.2,7.6,-0.1,,,89.0,85.0,,,,,131.0,,,,,,,,,,,,,,,,0.0,,1.0,2274.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.419,0.0,,,,,,,,,,,,,,,,,""
6689038413,"Feb 4, 2022, 8:04:11 PM",Afternoon Run,Run,,3783,11.37,,,false,,,activities/7113793547.fit.gz,,,3783.0,3050.0,11373.2,5.934,3.729,29.3,123.0,138.7,150.3,9.8,0.0,,,100.0,85.0,,,,,694.0,,,,,,,,,,,,,,,,0.0,,1.0,11423.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.006,5983.4,,,,,,,,,,,,,,,,,""
6689038423,"Feb 11, 2022, 8:05:56 PM",Afternoon Run,Run,,3258,10.69,,,false,,,activities/7113793677.fit.gz,,,3258.0,3096.0,10697.2,4.804,3.455,135.8,258.0,121.4,154.3,15.6,0.0,,,91.0,83.0,,,,,693.0,,,,,,,,,,,,,,,,0.0,,1.0,10937.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.283,288.1,,,,,,,,,,,,,,,,,""
6689038428,"Jan 10, 2022, 8:04:51 PM",Afternoon Run,Run,,2686,9.34,,,false,,,activities/7113793523.fit.gz,,,2686.0,2651.0,9348.0,4.666,3.526,106.8,206.0,105.2,147.0,8.0,0.0,,,87.0,82.0,,,,,621.0,,,,,,,,,,,,,,,,0.0,,1.0,9495.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.48,85.9,,,,,,,,,,,,,,,,,""
6689038438,"Dec 16, 2021, 8:10:45 PM",Afternoon Run,Run,,1437,4.46,,,false,,,activities/7113793511.fit.gz,,,1437.0,1297.0,4460.2,5.357,3.439,136.4,197.0,110.0,127.5,9.9,0.4,,,93.0,83.0,,,,,291.0,,,,,,,,,,,,,,,,0.0,,1.0,4826.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.104,0.0,,,,,,,,,,,,,,,,,""
6689038439,"Nov 27, 2021, 3:55:24 PM",Morning Run,Run,,191663,5.92,,,false,,,activities/7113793533.fit.gz,,,191663.0,1593.0,5927.2,5.404,3.721,89.4,74.0,105.2,146.8,35.5,0.6,,,87.0,83.0,,,,,367.0,,,,,,,,,,,,,,,,0.0,,1.0,6140.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.031,108.6,,,,,,,,,,,,,,,,,""
6689038466,"Feb 8, 2022, 8:03:21 PM",Afternoon Run,Run,,5445,12.87,,,false,,,activities/7113793489.fit.gz,,,5445.0,3410.0,12874.2,6.31,3.775,31.6,210.0,139.1,153.2,14.2,0.0,,,97.0,85.0,,,,,748.0,,,,,,,,,,,,,,,,0.0,,1.0,12940.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.364,7535.1,,,,,,,,,,,,,,,,,""
6689038482,"Dec 10, 2021, 8:17:17 PM",Afternoon Run,Run,,3158,11.07,,,false,,,activities/7113793514.fit.gz,,,3158.0,3029.0,11075.2,5.145,3.656,127.7,229.0,121.4,154.3,13.0,0.0,,,90.0,84.0,,,,,658.0,,,,,,,,,,,,,,,,0.0,,1.0,11287.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.507,361.3,,,,,,,,,,,,,,,,,""
6689038487,"Dec 3, 2021, 8:14:43 PM",Afternoon Run,Run,,2850,9.53,,,false,,,activities/7113793490.fit.gz,,,2850.0,2847.0,9536.1,4.393,3.35,66.6,149.0,127.0,154.4,13.5,0.0,,,103.0,84.0,,,,,621.0,,,,,,,,,,,,,,,,0.0,,1.0,9648.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.346,0.0,,,,,,,,,,,,,,,,,""
6689038504,"Jan 26, 2022, 8:23:32 PM",Afternoon Run,Run,,3217,11.27,,,false,,,activities/7113793680.fit.gz,,,3217.0,3211.0,11274.4,5.132,3.511,96.2,206.0,127.0,154.4,10.4,0.1,,,100.0,84.0,,,,,716.0,,,,,,,,,,,,,,,,0.0,,1.0,11436.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.505,221.8,,,,,,,,,,,,,,,,,""
6689038514,"Dec 8, 2021, 8:08:47 PM",Afternoon Run,Run,,3060,10.05,,,false,,,activities/7113793529.fit.gz,,,3060.0,2814.0,10058.5,5.092,3.574,77.9,156.0,127.3,154.3,10.3,0.1,,,91.0,84.0,,,,,623.0,,,,,,,,,,,,,,,,0.0,,1.0,10183.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.287,292.9,,,,,,,,,,,,,,,,,""
6689038519,"Dec 20, 2021, 8:18:04 PM",Afternoon Run,Run,,2739,9.66,,,false,,,activities/7113793679.fit.gz,,,2739.0,2702.0,9659.4,5.265,3.575,107.1,229.0,105.2,147.0,8.2,0.0,,,90.0,85.0,,,,,597.0,,,,,,,,,,,,,,,,0.0,,1.0,9809.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.527,594.0,,,,,,,,,,,,,,,,,""
6689038532,"Jan 30, 2022, 8:43:31 PM",Afternoon Run,Run,,2673,8.36,,,false,,,activities/7113793548.fit.gz,,,2673.0,2660.0,8366.4,4.101,3.145,104.1,181.0,105.2,125.2,10.2,0.0,,,89.0,81.0,,,,,533.0,,,,,,,,,,,,,,,,0.0,,1.0,8535.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.13,147.2,,,,,,,,,,,,,,,,,""
6689038581,"Feb 14, 2022, 8:20:33 PM",Afternoon Run,Run,,3576,12.87,,,false,,,activities/7113793591.fit.gz,,,3576.0,3563.0,12876.9,4.813,3.614,141.3,253.0,105.2,146.8,7.7,0.0,,,90.0,86.0,,,,,779.0,,,,,,,,,,,,,,,,0.0,,1.0,13057.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.601,188.6,,,,,,,,,,,,,,,,,""
6689038603,"Jan 19, 2022, 7:28:22 PM",Afternoon Run,Run,,6950,11.26,,,false,,,activities/7113793696.fit.gz,,,6950.0,3546.0,11266.0,4.494,3.177,83.6,257.0,102.6,129.5,14.2,0.0,,,90.0,83.0,,,,,731.0,,,,,,,,,,,,,,,,0.0,,1.0,11402.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.621,668.1,,,,,,,,,,,,,,,,,""
6689038680,"Feb 2, 2022, 8:19:32 PM",Afternoon Run,Run,,53275,4.33,,,false,,,activities/7113793690.fit.gz,,,53275.0,1500.0,4332.1,5.05,2.888,43.8,138.0,145.0,162.8,7.6,0.0,,,90.0,83.0,,,,,300.0,,,,,,,,,,,,,,,,0.0,,1.0,4389.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.081,0.0,,,,,,,,,,,,,,,,,""
6689038723,"Dec 14, 2021, 8:15:21 PM",Afternoon Run,Run,,2791,8.34,,,false,,,activities/7113793691.fit.gz,,,2791.0,2726.0,8346.6,4.523,3.062,53.8,168.0,124.5,150.3,10.8,0.1,,,106.0,84.0,,,,,549.0,,,,,,,,,,,,,,,,0.0,,1.0,8439.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.991,103.0,,,,,,,,,,,,,,,,,""
6689038732,"Jan 6, 2022, 8:06:19 PM",Afternoon Run,Run,,4977,12.23,,,false,,,activities/7113793689.fit.gz,,,4977.0,3171.0,12236.4,5.78,3.859,28.5,222.0,138.7,150.3,10.4,0.0,,,95.0,84.0,,,,,691.0,,,,,,,,,,,,,,,,0.0,,1.0,12280.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.459,6430.2,,,,,,,,,,,,,,,,,""
6689038756,"Jan 15, 2022, 1:34:27 PM",Morning Run,Run,,4199,13.29,,,false,,,activities/7113793695.fit.gz,,,4199.0,3984.0,13295.5,4.542,3.337,132.2,260.0,92.6,147.8,12.2,0.0,,,88.0,84.0,,,,,823.0,,,,,,,,,,,,,,,,0.0,,1.0,13519.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.166,363.5,,,,,,,,,,,,,,,,,""
6689038771,"Dec 6, 2021, 8:04:06 PM",Afternoon Run,Run,,3498,11.33,,,false,,,activities/7113793692.fit.gz,,,3498.0,3207.0,11333.2,4.37,3.534,119.6,241.0,105.2,146.8,8.0,0.0,,,88.0,82.0,,,,,719.0,,,,,,,,,,,,,,,,0.0,,1.0,11491.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.24,152.2,,,,,,,,,,,,,,,,,""
6689038781,"Dec 30, 2021, 8:16:30 PM",Afternoon Run,Run,,3715,8.47,,,false,,,activities/7113793735.fit.gz,,,3715.0,2684.0,8477.3,4.913,3.158,169.9,374.0,110.0,139.1,9.8,0.0,,,93.0,83.0,,,,,587.0,,,,,,,,,,,,,,,,0.0,,1.0,8890.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.282,0.0,,,,,,,,,,,,,,,,,""
6689038788,"Dec 9, 2021, 8:06:14 PM",Afternoon Run,Run,,5373,12.71,,,false,,,activities/7113793700.fit.gz,,,5373.0,3740.0,12711.2,5.882,3.399,28.7,244.0,139.3,150.3,18.0,0.0,,,97.0,83.0,,,,,769.0,,,,,,,,,,,,,,,,0.0,,1.0,12756.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.366,7272.6,,,,,,,,,,,,,,,,,""
6689038870,"Feb 10, 2022, 8:10:59 PM",Afternoon Run,Run,,5456,16.52,,,false,,,activities/7113793773.fit.gz,,,5456.0,4829.0,16519.8,6.375,3.421,281.7,568.0,105.5,147.7,12.1,0.0,,,99.0,85.0,,,,,1054.0,,,,,,,,,,,,,,,,0.0,,1.0,17140.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.028,161.2,,,,,,,,,,,,,,,,,""
6689038932,"Dec 21, 2021, 8:01:32 PM",Afternoon Run,Run,,5911,14.12,,,false,,,activities/7113793811.fit.gz,,,5911.0,3814.0,14126.2,6.874,3.704,59.3,297.0,137.8,150.3,20.6,0.0,,,102.0,85.0,,,,,794.0,,,,,,,,,,,,,,,,0.0,,1.0,14206.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.39,8797.5,,,,,,,,,,,,,,,,,""
6723269460,"Feb 22, 2022, 8:08:24 PM",Afternoon Run,Run,Quick warmup on the grass.,1163,3.70,,,false,,,activities/7150622291.fit.gz,,,1163.0,1163.0,3704.6,4.188,3.185,38.9,53.0,128.0,147.0,12.3,0.0,,,86.0,83.0,,,,,250.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3790.8,,,,,,,,,,,,,,,,10158187.0,,,,,,,,,,0.0,3.185,3706.2,,,,,,,,,,,,,,,,,""
6723271230,"Feb 22, 2022, 8:36:45 PM",2x1mile,Run,First workout back after being injured. Had to cut it short at 2 miles. ,1178,3.38,,,false,,,activities/7150624201.fit.gz,,,1178.0,938.0,3380.0,4.628,3.603,35.7,71.0,128.4,146.3,9.5,0.1,,,89.0,84.0,,,,,206.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3458.6,,,,,,,,,,,,,,,,10158187.0,,,,,,,,,,0.0,2.869,0.0,,,,,,,,,,,,,,,,,""
6728394393,"Feb 23, 2022, 8:06:43 PM",Line drills,Run,"",717,2.02,,,false,,,activities/7156142189.fit.gz,,,717.0,702.0,2025.7,3.435,2.886,8.0,13.0,138.8,147.0,16.5,0.4,,,100.0,85.0,,,,,138.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2062.6,,,,,,,,,,,,,,,,10158187.0,,,,,,,,,,0.0,2.825,0.0,,,,,,,,,,,,,,,,,""
6753281192,"Feb 28, 2022, 8:17:08 PM",Progression,Run,Cut it a mile short and a little slower than usual but not bad for my first proper run back.,3099,11.26,,,false,,,activities/7183086699.fit.gz,,,3099.0,3078.0,11267.3,4.959,3.661,120.4,183.0,105.4,147.2,7.8,0.0,,,89.0,84.0,,,,,728.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,11421.7,,,,,,,,,,,,,,,,10158187.0,,,,,,,,,,0.0,3.636,88.4,,,,,,,,,,,,,,,,,""
6758318339,"Mar 1, 2022, 8:13:19 PM",Afternoon Run,Run,Jogging on the grass,1034,1.99,,,false,,,activities/7188515448.fit.gz,,,1034.0,645.0,1994.1,3.56,3.092,15.2,12.0,134.2,139.9,6.6,0.0,,,86.0,83.0,,,,,137.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,2012.7,,,,,,,,,,,,,,,,10158187.0,,,,,,,,,,0.0,1.929,214.3,,,,,,,,,,,,,,,,,""
6758403486,"Mar 1, 2022, 8:34:27 PM",Evening Activity,E-Bike Ride,Recovery,1012,0,,,false,,,activities/7188606630.fit.gz,,,1012.0,1012.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,78.0,59.0,,,,,158.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
6763344559,"Mar 2, 2022, 8:01:04 PM",Warmup,Run,"",1080,3.21,,,false,,,activities/7193912597.fit.gz,,,1080.0,1074.0,3216.3,3.97,2.995,31.0,75.0,128.1,147.3,14.3,-0.2,,,86.0,82.0,,,,,219.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,3264.4,,,,,,,,,,,,,,,,10158187.0,,,,,,,,,,0.0,2.978,2777.0,,,,,,,,,,,,,,,,,""
6768536892,"Mar 3, 2022, 7:39:28 PM",Recovery bike ride,E-Bike Ride,"",3837,0,,,false,,,activities/7199491482.fit.gz,,,3837.0,3837.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,80.0,58.0,,,,,374.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
6773152794,"Mar 4, 2022, 8:24:12 PM",Evening Activity,E-Bike Ride,"",2402,0,,,false,,,activities/7204466794.fit.gz,,,2402.0,2402.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,93.0,48.0,,,,,437.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,""
